location,km,annee,marque,model,date,price,carburant,puissance,boite,cylindre,region,city
"Zaghouan, El Fahs",350000.0,1983.0,Mercedes-Benz,207D,25 février 2021,7000.0,Diesel,7.0,Camel,Berline,Zaghouan,El Fahs
"Nabeul, Korba",280.0,1996.0,Autres,Autres,9 mars 2021,12500.0,Diesel,6.0,Blanc,Autres,Nabeul,Korba
"Tunis, Autres villes",139100.0,2014.0,Peugeot,308,13 mars 2021,48500.0,Diesel,6.0,Blanc,Berline,Tunis,Autres villes
"Sfax, Route Tunis",147000.0,2009.0,Volkswagen,Golf 6,7 mars 2021,34000.0,Essence,9.0,Gris,Berline,Sfax,Route Tunis
"Ariana, Borj Louzir",0.0,2002.0,Renault,Clio,7 mars 2021,14200.0,Diesel,4.0,Gris,Berline,Ariana,Borj Louzir
"Siliana, Autres villes",250.0,1986.0,BMW,Serie 7,6 mars 2021,14800.0,Essence,12.0,Orange,Berline,Siliana,Autres villes
"Ariana, Ennasr",460000.0,2009.0,Renault,Megane,1 mars 2021,25000.0,Diesel,6.0,Blanc,Berline,Ariana,Ennasr
"Tunis, Autres villes",90000.0,2017.0,Fiat,Punto,19 février 2021,32000.0,Essence,4.0,Blanc,Avec kilométrage,Tunis,Autres villes
"Siliana, Siliana Nord",300000.0,1995.0,Citroen,AX,27 février 2021,4800.0,Essence,4800.0,Blanc,Compacte,Siliana,Siliana Nord
"Ariana, La Soukra",78000.0,2016.0,Ssangyong,Family,8 mars 2021,60000.0,Essence,7.0,Blanc,Autres,Ariana,La Soukra
"Tunis, Menzah",223000.0,2013.0,Peugeot,508,13 mars 2021,36500.0,Diesel,6.0,Blanc,Berline,Tunis,Menzah
"Ariana, Autres villes",75000.0,2016.0,Seat,Ibiza,1 mars 2021,31500.0,Essence,4.0,Blanc,Berline,Ariana,Autres villes
"Ariana, Mnihla",200.0,1992.0,Renault,Super 5,28 février 2021,6000.0,Essence,4.0,Blanc,Autres,Ariana,Mnihla
"Bizerte, Autres villes",230.0,2007.0,Ford,Ranger,22 février 2021,31500.0,Diesel,12.0,Gris,4 x 4,Bizerte,Autres villes
"Bizerte, Autres villes",111000.0,2015.0,Renault,Symbol,13 mars 2021,27800.0,Essence,5.0,Noir,Berline,Bizerte,Autres villes
"La manouba, Mornaguia",270000.0,2001.0,Peugeot,206,6 mars 2021,15000.0,Essence,4.0,Gris,Compacte,La manouba,Mornaguia
"Tunis, Autres villes",244000.0,2010.0,Ford,Ranger,23 février 2021,33000.0,Diesel,10.0,Gris,Manuelle,Tunis,Autres villes
"Sousse, Sahloul",131000.0,2011.0,Renault,Clio,8 mars 2021,32000.0,Essence,5.0,Blanc,Avec kilométrage,Sousse,Sahloul
"Mahdia, Ksour Essef",299000.0,2000.0,Mercedes-Benz,Classe C,16 février 2021,28000.0,Essence,11.0,Gris,Berline,Mahdia,Ksour Essef
"Ariana, Autres villes",180000.0,2009.0,Citroen,C5,10 mars 2021,27800.0,Essence,9.0,Noir,Berline,Ariana,Autres villes
"Tunis, Autres villes",11.0,2000.0,Peugeot,106,10 février 2021,2222.0,Essence,5.0,Manuelle,2,Tunis,Autres villes
"Kasserine, Autres villes",200000.0,2001.0,Peugeot,406,27 février 2021,14000.0,Essence,7.0,Noir,Avec kilométrage,Kasserine,Autres villes
"Kairouan, Kairouan",70000.0,2017.0,Kia,Rio,8 mars 2021,37000.0,Essence,5.0,Gris,Compacte,Kairouan,Kairouan
"Tunis, L'aouina",288000.0,2000.0,Ford,Fiesta,11 février 2021,10500.0,Essence,5.0,Gris,Berline,Tunis,L'aouina
"Bizerte, Menzel Bourguiba",280000.0,2011.0,Renault,Symbol,10 février 2021,24000.0,Essence,5.0,Noir,Berline,Bizerte,Menzel Bourguiba
"Tunis, Autres villes",220000.0,2007.0,Mazda,BT-50,1 mars 2021,31500.0,Diesel,10.0,Manuelle,&gt;4.0,Tunis,Autres villes
"Ariana, Ennasr",278500.0,2013.0,Citroen,DS4,26 février 2021,39500.0,Diesel,6.0,Marron,Compacte,Ariana,Ennasr
"Tunis, Autres villes",174.0,2014.0,Citroen,DS3,19 février 2021,29700.0,Essence,5.0,Manuelle,1.2,Tunis,Autres villes
"Sousse, Zaouit-Ksibat Thrayett",280.0,2004.0,Volkswagen,Polo,11 février 2021,13800.0,Essence,4.0,Gris,Autres,Sousse,Zaouit-Ksibat Thrayett
"Tunis, Autres villes",209000.0,2011.0,Isuzu,D-MAX,11 février 2021,62000.0,Diesel,8.0,Gris,Pick up,Tunis,Autres villes
"Nabeul, Autres villes",84000.0,2016.0,Kia,Rio,7 mars 2021,37000.0,Essence,5.0,Blanc,Berline,Nabeul,Autres villes
"Ben arous, Hammam Chott",253000.0,2007.0,Suzuki,Grand Vitara,5 mars 2021,43000.0,Diesel,9.0,Noir,4 x 4,Ben arous,Hammam Chott
"Sfax, Autres villes",257000.0,2004.0,Renault,Megane,4 mars 2021,15500.0,Diesel,5.0,Gris,Manuelle,Sfax,Autres villes
"Ariana, La Soukra",227000.0,1998.0,Volkswagen,Polo,6 mars 2021,13000.0,Essence,5.0,Bleu,Compacte,Ariana,La Soukra
"Mahdia, Ksour Essef",2000.0,2008.0,Peugeot,Partner,13 mars 2021,20500.0,Diesel,6.0,Manuelle,1.9,Mahdia,Ksour Essef
"Sfax, Route Mehdia",77282.0,2017.0,Citroen,Jumpy,12 février 2021,49000.0,Diesel,5.0,Blanc,Compacte,Sfax,Route Mehdia
"Nabeul, Nabeul",78000.0,2016.0,Skoda,Octavia,5 mars 2021,48000.0,Essence,8.0,Noir,Berline,Nabeul,Nabeul
"Ariana, Autres villes",120000.0,2009.0,Mercedes-Benz,Classe C,12 mars 2021,45000.0,Diesel,9.0,Gris,Berline,Ariana,Autres villes
"Monastir, Autres villes",160000.0,2012.0,Citroen,C4,17 février 2021,33000.0,Essence,6.0,Vert,Autres,Monastir,Autres villes
"Ben arous, Autres villes",350000.0,2004.0,Volkswagen,Passat,13 mars 2021,23500.0,Diesel,6.0,Camel,Berline,Ben arous,Autres villes
"Ariana, La Soukra",157000.0,2012.0,Volkswagen,Polo,2 mars 2021,42000.0,Essence,5.0,Blanc,Compacte,Ariana,La Soukra
"Gabès, El Hamma",333.0,2001.0,Renault,19,11 mars 2021,10200.0,Essence,7.0,Gris,Berline,Gabès,El Hamma
"Ariana, Autres villes",194000.0,2009.0,mini,One,21 février 2021,29500.0,Essence,5.0,Beige,Manuelle,Ariana,Autres villes
"Siliana, Makthar",161000.0,2012.0,BMW,Serie 1,24 février 2021,45000.0,Essence,7.0,Noir,Berline,Siliana,Makthar
"Ariana, Autres villes",152000.0,2013.0,Ford,Fiesta,6 mars 2021,22000.0,Essence,5.0,Blanc,Compacte,Ariana,Autres villes
"Sfax, Sakiet Ezzit",66000.0,1997.0,Ford,Fiesta,12 février 2021,7200.0,Essence,5.0,Vert,Avec kilométrage,Sfax,Sakiet Ezzit
"Tunis, Autres villes",85000.0,2016.0,Volkswagen,Passat,13 mars 2021,56000.0,Essence,7.0,Gris,Berline,Tunis,Autres villes
"Ben arous, Autres villes",210000.0,2000.0,Mercedes-Benz,Classe E,25 février 2021,20000.0,Diesel,12.0,Gris,Berline,Ben arous,Autres villes
"Monastir, Téboulba",59000.0,2017.0,Peugeot,107,16 février 2021,31000.0,Essence,4.0,Blanc,Autres,Monastir,Téboulba
"Sfax, Autres villes",6000.0,2020.0,Kia,Rio,21 février 2021,57000.0,Essence,5.0,Bleu,Berline,Sfax,Autres villes
"Tunis, Autres villes",123.0,2000.0,Peugeot,J9,21 février 2021,6500.0,Diesel,4.0,Automatique,1.5,Tunis,Autres villes
"Tunis, Autres villes",191000.0,2010.0,Peugeot,206+,6 mars 2021,18000.0,Essence,5.0,Blanc,Compacte,Tunis,Autres villes
"Médenine, Autres villes",400.0,1994.0,Isuzu,Landwind,7 mars 2021,22000.0,Diesel,10.0,Manuelle,2,Médenine,Autres villes
"Sfax, Sfax Ville",170000.0,2008.0,Citroen,Berlingo,10 mars 2021,16500.0,Diesel,7.0,Manuelle,1.9,Sfax,Sfax Ville
"Ariana, Ariana",177000.0,2007.0,Peugeot,206,9 mars 2021,15000.0,Essence,6.0,Beige,Autres,Ariana,Ariana
"Tunis, Tunis",157.0,2011.0,Renault,Symbol,27 février 2021,24500.0,Essence,5.0,Noir,Berline,Tunis,Tunis
"La manouba, Autres villes",230.0,2003.0,Peugeot,206,26 février 2021,15000.0,Essence,5.0,Gris,Autres,La manouba,Autres villes
"Tunis, Tunis",131000.0,2013.0,Kia,Cerato,25 février 2021,35000.0,Essence,8.0,Gris,Berline,Tunis,Tunis
"Tunis, Sidi Daoud",40000.0,2014.0,Mercedes-Benz,Classe A,13 mars 2021,86500.0,Diesel,5.0,Noir,Berline,Tunis,Sidi Daoud
"Tunis, La Marsa",69000.0,2015.0,Jeep,Wrangler,13 mars 2021,76000.0,Essence,8.0,Noir,Autres,Tunis,La Marsa
"Ariana, Autres villes",70000.0,2019.0,Hyundai,Grand i10,11 mars 2021,33500.0,Essence,5.0,Blanc,Compacte,Ariana,Autres villes
"Nabeul, Hammamet",143000.0,2013.0,Citroen,C3,1 mars 2021,31000.0,Diesel,6.0,Noir,Manuelle,Nabeul,Hammamet
"Tunis, Autres villes",320.0,2001.0,Volkswagen,Passat,7 mars 2021,19500.0,Essence,8.0,Noir,Berline,Tunis,Autres villes
"Nabeul, Grombalia",300000.0,2000.0,Opel,Vectra,7 mars 2021,10500.0,Essence,7.0,Noir,Autres,Nabeul,Grombalia
"Siliana, Gaâfour",390.0,2002.0,Volkswagen,Golf 4,13 mars 2021,16800.0,Essence,6.0,Gris,Manuelle,Siliana,Gaâfour
"Sousse, Hammam Sousse",150000.0,2012.0,Citroen,DS4,9 février 2021,33000.0,Essence,7.0,Marron,Berline,Sousse,Hammam Sousse
"Monastir, Monastir",190000.0,2017.0,Isuzu,D-MAX,24 février 2021,50000.0,Diesel,8.0,Blanc,Pick up,Monastir,Monastir
"Tunis, L'aouina",233000.0,2002.0,Renault,Clio,9 mars 2021,16900.0,Essence,4.0,Gris,Berline,Tunis,L'aouina
"Nabeul, Menzel Bouzelfa",370.0,2004.0,Renault,Megane,18 février 2021,16500.0,Essence,6.0,Manuelle,1.4,Nabeul,Menzel Bouzelfa
"Ariana, Autres villes",116000.0,2013.0,Opel,Adam,3 mars 2021,34000.0,Essence,5.0,Manuelle,1.2,Ariana,Autres villes
"Mahdia, Sidi Alouane",0.0,1992.0,Opel,Corsa,26 février 2021,6800.0,Essence,4.0,Vert,Manuelle,Mahdia,Sidi Alouane
"Tunis, La Marsa",105000.0,2013.0,Mercedes-Benz,Classe CLA,9 mars 2021,86500.0,Essence,8.0,Gris,Autres,Tunis,La Marsa
"Tunis, La Marsa",97000.0,2015.0,Peugeot,301,17 février 2021,24500.0,Essence,5.0,Noir,Avec kilométrage,Tunis,La Marsa
"Béja, Béja",250.0,2001.0,Renault,Clio,22 février 2021,15800.0,Essence,4.0,Rouge,Compacte,Béja,Béja
"Tunis, Autres villes",130000.0,2014.0,Peugeot,308,25 février 2021,43000.0,Essence,7.0,Noir,Compacte,Tunis,Autres villes
"Tunis, Tunis",70000.0,2015.0,Mercedes-Benz,Classe C,2 mars 2021,107000.0,Essence,8.0,Noir,Berline,Tunis,Tunis
"Médenine, Djerba - Midoun",166000.0,2016.0,Renault,Espace,15 février 2021,30000.0,Diesel,7.0,Gris,Monospace,Médenine,Djerba - Midoun
"Sousse, Sousse Médina",106800.0,2017.0,Toyota,Yaris,17 février 2021,31000.0,Essence,4.0,Gris,Berline,Sousse,Sousse Médina
"Tunis, Tunis",12000.0,2011.0,Mercedes-Benz,Classe C,2 mars 2021,60000.0,Essence,13.0,Blanc,Berline,Tunis,Tunis
"Nabeul, Hammamet",187500.0,2005.0,Porsche,Cayenne,20 février 2021,46000.0,Essence,19.0,Noir,Nouveau,Nabeul,Hammamet
"Nabeul, Béni Khiar",138.0,2014.0,Hyundai,Grand i10,11 mars 2021,29800.0,Essence,5.0,Blanc,Avec kilométrage,Nabeul,Béni Khiar
"Tunis, Autres villes",160.0,2010.0,Peugeot,206+,12 mars 2021,20500.0,Essence,4.0,Noir,Berline,Tunis,Autres villes
"Siliana, Autres villes",171784.0,2011.0,Mazda,BT-50,9 février 2021,41000.0,Diesel,10.0,Gris,Manuelle,Siliana,Autres villes
"Sfax, Sfax",366000.0,2006.0,Peugeot,Partner,16 février 2021,14000.0,Diesel,8.0,Blanc,Utilitaire,Sfax,Sfax
"Tunis, Autres villes",134.0,2012.0,Renault,Clio,18 février 2021,27000.0,Essence,5.0,Bleu,Cabriolet,Tunis,Autres villes
"Tunis, Autres villes",179.0,2006.0,Fiat,Palio,28 février 2021,15000.0,Essence,4.0,Noir,Autres,Tunis,Autres villes
"Nabeul, Menzel Temime",103650.0,2015.0,Mazda,3,13 mars 2021,47000.0,Essence,6.0,Marron,Berline,Nabeul,Menzel Temime
"Tunis, Centre Ville - Lafayette",154.0,2013.0,Fiat,Punto,7 février 2021,23000.0,Essence,2013.0,Manuelle,1.4,Tunis,Centre Ville - Lafayette
"Sfax, Autres villes",0.0,2008.0,AC,GT 40,12 mars 2021,1100.0,Essence,100.0,Bleu,Autres,Sfax,Autres villes
"Sfax, Autres villes",11111.0,2015.0,Citroen,C-Elysée,15 février 2021,1111.0,Essence,5.0,Gris,Compacte,Sfax,Autres villes
"Monastir, Jemmal",150.0,2001.0,Volkswagen,Passat,9 mars 2021,20000.0,Diesel,7.0,Bleu,Autres,Monastir,Jemmal
"Ariana, Autres villes",170.0,2009.0,Ford,Ka,7 mars 2021,22500.0,Essence,4.0,Noir,Autres,Ariana,Autres villes
"Tunis, El Kabaria",0.0,2019.0,Kia,Sportage,18 février 2021,1200.0,Diesel,0.0,Autre,Autres,Tunis,El Kabaria
"Ben arous, Boumhel",270.0,2006.0,Citroen,C4,25 février 2021,19500.0,Diesel,1.0,Noir,Compacte,Ben arous,Boumhel
"Monastir, Sahline",10000.0,2019.0,Kia,Rio,12 mars 2021,38000.0,Essence,5.0,Gris,Compacte,Monastir,Sahline
"La manouba, Autres villes",150000.0,1993.0,BMW,M3,13 février 2021,20000.0,Essence,9.0,Bleu,Manuelle,La manouba,Autres villes
"Ben arous, Medina Jedida",1.0,2006.0,Volkswagen,Polo,24 février 2021,16500.0,Essence,4.0,Argent,Berline,Ben arous,Medina Jedida
"Tunis, Tunis",200000.0,2010.0,Nissan,Qashqai,13 février 2021,32000.0,Diesel,9.0,4 x 4,Avec kilométrage,Tunis,Tunis
"Tunis, Autres villes",200000.0,2011.0,Citroen,C5,12 mars 2021,25300.0,Essence,9.0,Noir,Berline,Tunis,Autres villes
"Sousse, M'saken",282.0,2008.0,Renault,Megane,10 mars 2021,20000.0,Diesel,6.0,Gris,Compacte,Sousse,M'saken
"Tunis, Autres villes",332740.0,2004.0,Renault,Clio,11 mars 2021,15800.0,Diesel,4.0,Multicolore,Berline,Tunis,Autres villes
"Sfax, Sfax Ville",434.0,2003.0,Volkswagen,Passat,10 mars 2021,22000.0,Diesel,7.0,Noir,Berline,Sfax,Sfax Ville
"Sfax, Sakiet Ezzit",110000.0,2015.0,Chevrolet,Aveo,4 mars 2021,20000.0,Essence,5.0,Noir,Berline,Sfax,Sakiet Ezzit
"Ben arous, Autres villes",111.0,2016.0,Fiat,Grande Punto,28 février 2021,23500.0,Essence,4.0,Noir,Manuelle,Ben arous,Autres villes
"Sfax, Route Tunis",280.0,1995.0,Peugeot,106,12 février 2021,9000.0,Essence,4.0,Gris,Autres,Sfax,Route Tunis
"Kairouan, Kairouan Sud",150.0,2009.0,Volkswagen,Golf 6,19 février 2021,34000.0,Essence,5.0,Autre,Compacte,Kairouan,Kairouan Sud
"Ben arous, Autres villes",1.0,1997.0,Mercedes-Benz,220,10 mars 2021,20000.0,Diesel,10.0,Noir,Avec kilométrage,Ben arous,Autres villes
"Ariana, Ariana",66.0,2013.0,Citroen,C4,9 mars 2021,29500.0,Essence,5.0,Bleu,Compacte,Ariana,Ariana
"Sfax, Sakiet Ezzit",105000.0,2016.0,Mazda,2,12 mars 2021,35000.0,Essence,6.0,Rouge,Avec kilométrage,Sfax,Sakiet Ezzit
"Monastir, Monastir",176000.0,2003.0,Volkswagen,Golf 4,12 mars 2021,22000.0,Essence,7.0,Gris,Berline,Monastir,Monastir
"Ben arous, Autres villes",250000.0,2010.0,Peugeot,3008,7 mars 2021,39200.0,Diesel,6.0,Marron,Berline,Ben arous,Autres villes
"Tunis, Autres villes",330.0,2010.0,Peugeot,Expert,27 février 2021,30000.0,Diesel,5.0,Blanc,Autres,Tunis,Autres villes
"Tunis, Autres villes",100000.0,1994.0,Daewoo,Espero,12 février 2021,8000.0,Diesel,1.0,Manuelle,1.3,Tunis,Autres villes
"Ben arous, Autres villes",1.0,2021.0,Audi,S8,8 mars 2021,15000.0,Hybride,7077.0,Argent,Compacte,Ben arous,Autres villes
"Tunis, Autres villes",248.0,2012.0,Dacia,Logan,7 mars 2021,13500.0,Diesel,6.0,Vert,Autres,Tunis,Autres villes
"Sidi bouzid, Autres villes",199000.0,2017.0,Citroen,Berlingo,6 mars 2021,13500.0,Essence,13500.0,Blanc,Nouveau,Sidi bouzid,Autres villes
"Tunis, Autres villes",450000.0,2010.0,Citroen,Berlingo,14 février 2021,14700.0,Diesel,7.0,Blanc,Compacte,Tunis,Autres villes
"Gabès, Autres villes",360000.0,2009.0,Renault,Clio,14 février 2021,17000.0,Essence,5.0,Noir,Utilitaire,Gabès,Autres villes
"Ben arous, Mornag",200.0,2005.0,Volkswagen,Polo,13 mars 2021,17300.0,Essence,5.0,Gris,Berline,Ben arous,Mornag
"La manouba, Oued Ellil",237000.0,2004.0,Citroen,C3,28 février 2021,17900.0,Essence,4.0,Rouge,Autres,La manouba,Oued Ellil
"Ben arous, Ezzahra",64000.0,2017.0,Ssangyong,Rexton,9 mars 2021,69000.0,Essence,7.0,Gris,Autres,Ben arous,Ezzahra
"Tunis, Autres villes",76000.0,2017.0,Peugeot,308,13 mars 2021,65000.0,Essence,9.0,Bleu,Compacte,Tunis,Autres villes
"Ariana, Chotrana",230.0,2009.0,Renault,Kangoo,6 mars 2021,25000.0,Essence,5.0,Gris,Autres,Ariana,Chotrana
"Siliana, Makthar",360000.0,2010.0,Ford,Ranger,9 mars 2021,20000.0,Diesel,10.0,Blanc,Pick up,Siliana,Makthar
"Tunis, Autres villes",138500.0,2016.0,Peugeot,Bipper,2 mars 2021,25300.0,Diesel,5.0,Blanc,Manuelle,Tunis,Autres villes
"Sousse, Hammam Sousse",111111.0,2000.0,Mercedes-Benz,Classe E,26 février 2021,20500.0,Essence,11.0,Bleu,Avec kilométrage,Sousse,Hammam Sousse
"Ariana, Ariana Ville",185.0,2012.0,Fiat,Grande Punto,7 mars 2021,24500.0,Essence,4.0,Gris,Berline,Ariana,Ariana Ville
"Tunis, Autres villes",119000.0,2012.0,Kia,Rio,28 février 2021,33000.0,Essence,5.0,Avec kilométrage,Manuelle,Tunis,Autres villes
"Tunis, Autres villes",300.0,2002.0,Iveco,Daily,17 février 2021,35000.0,Diesel,9.0,Blanc,Pick up,Tunis,Autres villes
"Ariana, Mnihla",26000.0,2017.0,Hyundai,Grand i10,6 mars 2021,39000.0,Essence,5.0,Blanc,Compacte,Ariana,Mnihla
"Sfax, Autres villes",30000.0,2019.0,Geely,MK-GS,15 février 2021,16200.0,Essence,6.0,Noir,Berline,Sfax,Autres villes
"Ben arous, Autres villes",158000.0,2012.0,Dacia,Duster,7 février 2021,37000.0,Diesel,6.0,Blanc,4 x 4,Ben arous,Autres villes
"Sousse, Autres villes",250000.0,2011.0,Volkswagen,Passat CC,9 mars 2021,45000.0,Diesel,7.0,Gris,Avec kilométrage,Sousse,Autres villes
"Tunis, Autres villes",300000.0,2010.0,Citroen,Jumpy,18 février 2021,21500.0,Diesel,7.0,Blanc,Utilitaire,Tunis,Autres villes
"Sfax, Sfax Ville",174000.0,2006.0,Fiat,Siena,19 février 2021,17500.0,Essence,5.0,Noir,Autres,Sfax,Sfax Ville
"Tunis, Autres villes",250.0,2003.0,Citroen,Xsara,10 février 2021,7200.0,Diesel,6.0,Blanc,Autres,Tunis,Autres villes
"Tunis, Autres villes",555543.0,1998.0,Peugeot,306,10 février 2021,7800.0,Diesel,6.0,Gris,Compacte,Tunis,Autres villes
"Sfax, Route Tunis",160000.0,2008.0,Peugeot,206,23 février 2021,16900.0,Essence,6.0,Marron,Compacte,Sfax,Route Tunis
"Zaghouan, Zaghouan",300000.0,2002.0,Renault,Clio,5 mars 2021,16500.0,Essence,4.0,Noir,Berline,Zaghouan,Zaghouan
"Gafsa, Autres villes",480000.0,1998.0,Mercedes-Benz,Classe C,10 mars 2021,12000.0,Essence,9.0,Noir,Berline,Gafsa,Autres villes
"Sfax, Route el Afrane",70000.0,2017.0,Peugeot,Partner,7 mars 2021,36500.0,Diesel,5.0,Gris,Utilitaire,Sfax,Route el Afrane
"Bizerte, Bizerte Nord",120000.0,2016.0,Peugeot,Bipper,15 février 2021,23500.0,Diesel,6.0,Blanc,Utilitaire,Bizerte,Bizerte Nord
"Ariana, La Soukra",348000.0,2009.0,Ssangyong,Actyon,12 mars 2021,24000.0,Diesel,7.0,Blanc,Pick up,Ariana,La Soukra
"Sousse, Autres villes",130.0,2012.0,Volkswagen,Scirocco,16 février 2021,32500.0,Essence,9.0,Automatique,&gt;4.0,Sousse,Autres villes
"Tunis, Autres villes",0.0,1983.0,Volkswagen,Golf,6 février 2021,5200.0,Essence,5.0,Manuelle,1.3,Tunis,Autres villes
"Siliana, Siliana Nord",500000.0,2001.0,Volkswagen,Polo,24 février 2021,9500.0,Diesel,6.0,Bleu,Manuelle,Siliana,Siliana Nord
"Mahdia, Autres villes",235000.0,2009.0,Citroen,C4,9 février 2021,26000.0,Diesel,6.0,Noir,Compacte,Mahdia,Autres villes
"Ben arous, Mégrine",1000.0,2021.0,Volkswagen,Golf 7,13 mars 2021,1450.0,Essence,4.0,Gris,Berline,Ben arous,Mégrine
"Ariana, Autres villes",140800.0,2016.0,Citroen,Berlingo,13 mars 2021,32000.0,Diesel,1.0,Manuelle,&lt;1.0,Ariana,Autres villes
"Sousse, Sahloul",64000.0,2015.0,Ford,Ka,15 février 2021,26000.0,Essence,4.0,Blanc,Compacte,Sousse,Sahloul
"Ben arous, Autres villes",380000.0,1998.0,Volkswagen,Golf 4,3 mars 2021,13500.0,Diesel,8.0,Gris,Berline,Ben arous,Autres villes
"Tunis, Autres villes",168000.0,2010.0,Fiat,Grande Punto,3 mars 2021,19000.0,Essence,5.0,Noir,Berline,Tunis,Autres villes
"Mahdia, Autres villes",118000.0,2008.0,Volkswagen,Crafter,19 février 2021,49000.0,Diesel,8.0,Blanc,Autres,Mahdia,Autres villes
"Sfax, Autres villes",142000.0,2014.0,Nissan,Qashqai,19 février 2021,65000.0,Diesel,5.0,Gris,4 x 4,Sfax,Autres villes
"Tunis, Autres villes",225000.0,2011.0,Ford,Focus C-MAX,6 mars 2021,27500.0,Essence,6.0,Avec kilométrage,Manuelle,Tunis,Autres villes
"Ben arous, Medina Jedida",300.0,1985.0,BMW,Serie 3,8 mars 2021,13500.0,Essence,11.0,Bleu,Berline,Ben arous,Medina Jedida
"Sfax, Route Soukra",220.0,2010.0,Renault,Symbol,12 mars 2021,23500.0,Essence,5.0,Noir,Compacte,Sfax,Route Soukra
"Sousse, Autres villes",231000.0,2004.0,Volkswagen,Golf 5,8 mars 2021,23000.0,Diesel,6.0,Bleu,Compacte,Sousse,Autres villes
"Le kef, Autres villes",535000.0,2004.0,Ford,Focus,2 mars 2021,12500.0,Essence,6.0,Bleu,Avec kilométrage,Le kef,Autres villes
"Tunis, La Marsa",98000.0,2016.0,BMW,Serie 3,15 février 2021,102000.0,Essence,7.0,Blanc,Berline,Tunis,La Marsa
"Ben arous, Autres villes",163000.0,2005.0,Citroen,C3,6 mars 2021,18500.0,Essence,5.0,Gris,Compacte,Ben arous,Autres villes
"Nabeul, Autres villes",262.0,2005.0,Peugeot,Partner,7 février 2021,16500.0,Diesel,7.0,Blanc,Avec kilométrage,Nabeul,Autres villes
"Tunis, Autres villes",306000.0,2002.0,Opel,Astra,26 février 2021,17000.0,Diesel,5.0,Avec kilométrage,Manuelle,Tunis,Autres villes
"Sidi bouzid, Autres villes",300000.0,2000.0,Toyota,Hi Ace,27 février 2021,14000.0,Diesel,9.0,Blanc,Nouveau,Sidi bouzid,Autres villes
"Ariana, Autres villes",180.0,1997.0,Alfa Romeo,155,13 mars 2021,7900.0,Essence,7.0,Doré,Berline,Ariana,Autres villes
"Sousse, Hammam Sousse",250.0,2010.0,Audi,Q5,8 mars 2021,82000.0,Diesel,10.0,Noir,4 x 4,Sousse,Hammam Sousse
"Médenine, Djerba-Houmt Souk",121000.0,2000.0,Land Rover,Range Rover,10 mars 2021,10000.0,Essence,7.0,Bleu,Compacte,Médenine,Djerba-Houmt Souk
"Ariana, Ariana",750.0,2009.0,Volkswagen,Polo,25 février 2021,29500.0,Diesel,4.0,Jaune,Compacte,Ariana,Ariana
"Ariana, Ariana",57000.0,2018.0,Renault,Kadjar,23 février 2021,74000.0,Essence,7.0,Noir,4 x 4,Ariana,Ariana
"Tunis, Autres villes",14300.0,2013.0,Volkswagen,Golf 7,10 mars 2021,47500.0,Essence,5.0,Noir,Avec kilométrage,Tunis,Autres villes
"Tunis, Tunis",50000.0,2017.0,BMW,Serie 5,2 mars 2021,125000.0,Essence,11.0,Noir,Berline,Tunis,Tunis
"Tunis, Autres villes",50000.0,2018.0,Citroen,Jumpy,3 mars 2021,90000.0,Diesel,6.0,Noir,Autres,Tunis,Autres villes
"Tunis, Tunis",32000.0,2019.0,Volkswagen,Polo,10 février 2021,46000.0,Essence,5.0,Noir,Berline,Tunis,Tunis
"Tunis, L'aouina",57800.0,2015.0,Volkswagen,Polo,25 février 2021,33800.0,Essence,4.0,Marron,Compacte,Tunis,L'aouina
"Nabeul, Béni Khiar",230421.0,2015.0,Volkswagen,Amarok,16 février 2021,58000.0,Diesel,7.0,Marron,4 x 4,Nabeul,Béni Khiar
"La manouba, Autres villes",60000.0,2017.0,Ford,Fiesta,12 mars 2021,37000.0,Essence,5.0,Bleu,Berline,La manouba,Autres villes
"Le kef, Autres villes",0.0,1991.0,Renault,19,15 février 2021,8000.0,Essence,5.0,Rouge,Berline,Le kef,Autres villes
"Ariana, Ennasr",110000.0,2015.0,Peugeot,308,28 février 2021,55000.0,Essence,6.0,Blanc,Autres,Ariana,Ennasr
"Béja, Goubellat",260000.0,2002.0,Audi,A4,1 mars 2021,21000.0,Diesel,6.0,Gris,Berline,Béja,Goubellat
"Tunis, Autres villes",178000.0,2012.0,Dacia,Logan,9 mars 2021,15000.0,Diesel,6.0,Gris,Berline,Tunis,Autres villes
"Ben arous, Ezzahra",1.0,1998.0,Daihatsu,Terios,12 mars 2021,15500.0,Essence,7.0,Gris,4 x 4,Ben arous,Ezzahra
"Tunis, Autres villes",0.0,2005.0,Peugeot,Partner,12 mars 2021,14000.0,Diesel,7.0,Utilitaire,Manuelle,Tunis,Autres villes
"Sidi bouzid, Regueb",288.0,1991.0,Fiat,Croma,8 mars 2021,27000.0,Diesel,12.0,Blanc,Berline,Sidi bouzid,Regueb
"Le kef, Kef Ouest",365000.0,1998.0,Opel,Corsa,2 mars 2021,9800.0,Essence,5.0,Noir,Compacte,Le kef,Kef Ouest
"Tunis, Autres villes",165000.0,2009.0,Chevrolet,Aveo,24 février 2021,15000.0,Essence,6.0,Gris,Berline,Tunis,Autres villes
"Tunis, Autres villes",285000.0,1989.0,Volkswagen,Golf 2,25 février 2021,6000.0,Diesel,6.0,Bleu,Compacte,Tunis,Autres villes
